applotnumber,country,receivedlotdate,procest,procestname,haccpcode,productcategory,species,finalweightrefused,refusalreasons,failedtoi,defect
1929870-2,ISRAEL,9/22/2021,108,Of-Tov Products (2001) Ltd.,03G,RTE fully-cooked poultry,Chicken,40,Invalid Shipping Mark,,Missing Shipping Mark
1793395-1,ITALY,9/22/2021,U8681,Roncadin S.P.A.,03H,NRTE otherwise processed meat,Pork,584,Failed Type of Inspection (Y)/ Invalid Shipping Mark,Label Verification,Container labeling issues/ Illegible Shipping Marks/ Missing Shipping Mark
1923416-1,NEW ZEALAND,9/22/2021,ME34,Silver Fern Farms Limited - Pareora,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1923403-1,NEW ZEALAND,9/22/2021,ME26,Silver Fern Farms Limited- Finegand,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1928969-1,ARGENTINA,9/22/2021,1014,Quickfood S.A.,03C,Raw intact beef,Beef,161,Shipping Damage,,"Crushed, blood stained"
1923157-1,NEW ZEALAND,9/22/2021,ME18,Alliance Group Limited,03C,Raw intact beef,Beef,180,Shipping Damage,,"Torn, exposed"
1943554-1,CHILE,9/22/2021,608,Faenadora San Vicente Ltda.,03B,"Raw ground, comminuted, or otherwise non-intact chicken",Chicken,40,Shipping Damage,,"Torn, exposed"
1958618-1,BRAZIL,9/22/2021,4238,Marfrig Global Foods S.A.,03C,Raw intact beef,Beef,1620,Invalid Shipping Mark,,Shipping Mark Invalid
1965264-1,AUSTRALIA,9/22/2021,170,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,52,Shipping Damage,,"Torn, exposed"
1965264-6,AUSTRALIA,9/22/2021,203,Stanbroke Beef Pty Ltd,03C,Raw intact beef,Beef,37,Shipping Damage,,"Torn, exposed"
1906118-1,NETHERLANDS,9/22/2021,NL 9 EG,EKRO B.V.,03C,Raw intact beef,Veal,50,Shipping Damage,,"Torn, exposed"
1906118-2,NETHERLANDS,9/22/2021,NL 9 EG,EKRO B.V.,03C,Raw intact beef,Veal,65,Shipping Damage,,"Torn, exposed"
1906118-6,NETHERLANDS,9/22/2021,NL 9 EG,EKRO B.V.,03C,Raw intact beef,Veal,44,Shipping Damage,,"Torn, exposed"
1928639-7,AUSTRALIA,9/22/2021,282,Australian Lamb (Colac) Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Lamb,0,Invalid Inspection Certificate,,Inspection certificate issues
1928639-8,AUSTRALIA,9/22/2021,282,Australian Lamb (Colac) Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Lamb,0,Invalid Inspection Certificate,,Inspection certificate issues
1966903-3,AUSTRALIA,9/22/2021,203,Stanbroke Beef Pty Ltd,03C,Raw intact beef,Beef,0,Invalid Shipping Mark,,Shipping Mark Invalid
1938517-5,AUSTRALIA,9/22/2021,203,Stanbroke Beef Pty Ltd,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1886832-1,NEW ZEALAND,9/22/2021,ME43,Riverlands Eltham Limited,03C,Raw intact beef,Beef,240,Shipping Damage,,"Torn, exposed"
1886832-2,NEW ZEALAND,9/22/2021,ME43,Riverlands Eltham Limited,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1882092-1,NEW ZEALAND,9/22/2021,ME119,Riverlands Manawatu Limited,03C,Raw intact beef,Beef,180,Shipping Damage,,"Torn, exposed"
1847275-1,NEW ZEALAND,9/22/2021,ME125,Silver Fern Farms Limited - Dargaville,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1912500-1,DENMARK,9/22/2021,25,Danish Crown,03C,Raw intact pork,Pork,37,Invalid Shipping Mark,,Missing Shipping Mark
1918587-1,BRAZIL,9/22/2021,2471,Minerva S.A.,03C,Raw intact beef,Beef,60,Invalid Shipping Mark,,Illegible Shipping Marks
1848917-1,NEW ZEALAND,9/22/2021,ME23,AFFCO New Zealand Limited,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1848955-1,NEW ZEALAND,9/22/2021,ME23,AFFCO New Zealand Limited,03C,Raw intact beef,Beef,240,Shipping Damage,,"Torn, exposed"
1971335-2,CANADA,9/22/2021,93,Cargill Limited/Cargill Limitee,03C,Raw intact beef,Beef,2090,Shipping Damage,,"Crushed, blood stained"
1971805-1,NEW ZEALAND,9/22/2021,ME127,UBP Limited,03C,Raw intact beef,Beef,0,Invalid Shipping Mark,,Illegible Shipping Marks
1971806-1,NEW ZEALAND,9/22/2021,ME127,UBP Limited,03C,Raw intact beef,Beef,0,Invalid Shipping Mark,,Illegible Shipping Marks
1971879-1,NEW ZEALAND,9/22/2021,ME127,UBP Limited,03C,Raw intact beef,Beef,60,Invalid Shipping Mark/ Shipping Damage,,"Illegible Shipping Marks/ Torn, exposed"
1876244-4,AUSTRALIA,9/22/2021,688,JBS Australia Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Lamb,48,Invalid Shipping Mark,,Missing Shipping Mark
1971152-4,AUSTRALIA,9/22/2021,46,Wagstaff Cranbourne Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Mutton,49,Shipping Damage,,"Torn, exposed"
1924006-1,AUSTRALIA,9/22/2021,294,Teys Australia Beenleigh Pty Ltd,03C,Raw intact beef,Beef,31,Invalid Shipping Mark,,Missing Shipping Mark
1818494-1,NEW ZEALAND,9/22/2021,ME125,Silver Fern Farms Limited - Dargaville,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1962520-1,NEW ZEALAND,9/22/2021,ME40,Alliance Group Limited,03C,"Raw intact meat - other (sheep, goat)",Lamb,20,Other,,Misc. Labeling Issue
1962520-3,NEW ZEALAND,9/22/2021,ME40,Alliance Group Limited,03C,"Raw intact meat - other (sheep, goat)",Lamb,26,Other,,Misc. Labeling Issue
1961900-1,AUSTRALIA,9/22/2021,282,Australian Lamb (Colac) Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Lamb,32,Other,,Misc. Labeling Issue
1970791-2,MEXICO,9/22/2021,66,"Frigorifico Agropecuaria Sonorense, S. de R.L. de C.V.",03C,Raw intact pork,Pork,50,Other,,Misc. Labeling Issue
1970756-1,MEXICO,9/22/2021,148,"Frigorifico Agropecuaria Sonorense, S. de R.L. de C.V.",03C,Raw intact pork,Pork,24,Invalid Shipping Mark,,Missing Shipping Mark
1970755-1,MEXICO,9/22/2021,148,"Frigorifico Agropecuaria Sonorense, S. de R.L. de C.V.",03C,Raw intact pork,Pork,0,Invalid Inspection Certificate,,Inspection certificate issues
1917578-1,NEW ZEALAND,9/22/2021,ME136,Alliance Group Limited,03C,Raw intact beef,Beef,60,Invalid Shipping Mark,,Illegible Shipping Marks
1967643-3,AUSTRALIA,9/22/2021,3085,Australian Meat Group Pty Ltd,03C,Raw intact beef,Beef,45,Other,,Misc. Labeling Issue
1968046-4,CANADA,9/22/2021,180,Olymel S.E.C./Olymel L.P.,03G,RTE meat fully-cooked without subsequent exposure to the environment,Pork,0,Failed Type of Inspection (Y),Label Verification,Container labeling issues
1926949-1,AUSTRALIA,9/22/2021,195,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,100,Invalid Shipping Mark,,Missing Shipping Mark
1932524-2,AUSTRALIA,9/22/2021,1614,JBS Australia Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Lamb,27,Other,,Misc. Labeling Issue
1971800-1,MEXICO,9/22/2021,437,"Frigorifica Contreras, S.A. de C.V.",03C,Raw intact beef,Beef,113,Other,,Misc. Labeling Issue
1974297-1,CANADA,9/23/2021,391,Conestoga Meat Packers Ltd.,03C,Raw intact pork,Pork,0,Invalid Inspection Certificate,,Inspection certificate issues
1841537-1,ITALY,9/23/2021,U8681,Roncadin S.P.A.,03H,NRTE otherwise processed meat,Pork,1473,Failed Type of Inspection (Y)/ Invalid Shipping Mark,Label Verification,Container labeling issues/ Illegible Shipping Marks/ Missing Shipping Mark
1950710-1,AUSTRALIA,9/23/2021,294,Teys Australia Beenleigh Pty Ltd,03C,Raw intact beef,Beef,180,Shipping Damage,,"Torn, exposed"
1934014-1,NICARAGUA,9/23/2021,1,GINSA,03B,"Raw ground, comminuted, or otherwise non-intact beef",Beef,70,Shipping Damage,,"Crushed, blood stained"
1870590-1,BRAZIL,9/23/2021,4400,JBS S/A,03C,Raw intact beef,Beef,120,Shipping Damage,,"Torn, exposed"
1937798-1,ITALY,9/23/2021,621L,Recla S.R.L.- G.M.B.H.,03E,RTE dried meat,Pork,0,Invalid Inspection Certificate,,Inspection certificate issues
1932722-1,NEW ZEALAND,9/23/2021,SPM51,South Pacific Meats Limited,03C,"Raw intact meat - other (sheep, goat)",Mutton,0,Invalid Inspection Certificate,,Inspection certificate issues
1932722-3,NEW ZEALAND,9/23/2021,SPM135,South Pacific Meats Limited,03C,"Raw intact meat - other (sheep, goat)",Mutton,0,Invalid Inspection Certificate,,Inspection certificate issues
1902561-4,IRELAND,9/23/2021,368,"Dawn Meats Ireland UC, T/A Dawn Charleville",03C,Raw intact beef,Beef,0,Invalid Inspection Certificate/ Invalid Shipping Mark,,Inspection certificate issues/ Shipping Mark Invalid
1894669-2,AUSTRALIA,9/23/2021,46,Wagstaff Cranbourne Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Mutton,265,Shipping Damage,,"Torn, exposed"
1886842-1,NEW ZEALAND,9/23/2021,ME70,CMP Marlborough Limited,03C,Raw intact beef,Beef,180,Shipping Damage,,"Torn, exposed"
1970753-1,NEW ZEALAND,9/23/2021,ME34,Silver Fern Farms Limited - Pareora,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1967936-1,MEXICO,9/23/2021,407,Praderas Huastecas S.P.R. de R.L.,03C,Raw intact beef,Beef,315,Invalid Inspection Certificate/ Invalid Shipping Mark,,Inspection certificate issues/ Missing Shipping Mark
1843176-1,AUSTRALIA,9/23/2021,83,Hillside Meat Processors Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Lamb,110,Shipping Damage,,"Torn, exposed"
1843176-2,AUSTRALIA,9/23/2021,83,Hillside Meat Processors Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Lamb,110,Shipping Damage,,"Torn, exposed"
1941574-1,CHILE,9/23/2021,608,Faenadora San Vicente Ltda.,03B,"Raw ground, comminuted, or otherwise non-intact chicken",Chicken,40,Shipping Damage,,"Torn, exposed"
1923388-1,NEW ZEALAND,9/23/2021,ME15,Silver Fern Farms Limited- Belfast,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1843173-1,AUSTRALIA,9/23/2021,486,E C Throsby,03C,Raw intact beef,Beef,102,Shipping Damage,,"Torn, exposed"
1843173-2,AUSTRALIA,9/23/2021,486,E C Throsby,03C,Raw intact beef,Beef,53,Shipping Damage,,"Torn, exposed"
1843190-1,AUSTRALIA,9/23/2021,486,E C Throsby,03C,Raw intact beef,Beef,52,Shipping Damage,,"Torn, exposed"
1843190-2,AUSTRALIA,9/23/2021,486,E C Throsby,03C,Raw intact beef,Beef,162,Shipping Damage,,"Torn, exposed"
1912177-1,VIETNAM,9/23/2021,DL500,Workshop 3 - VINH HOAN CORP,03C,Raw intact meat - other,Siluriformes - Other,15,Shipping Damage,,"Torn, exposed"
1974834-2,AUSTRALIA,9/23/2021,282,Australian Lamb (Colac) Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Lamb,0,Invalid Inspection Certificate,,Inspection certificate issues
1974315-2,CANADA,9/23/2021,391,Conestoga Meat Packers Ltd.,03C,Raw intact pork,Pork,0,Invalid Inspection Certificate,,Inspection certificate issues
1916301-1,AUSTRALIA,9/23/2021,399,Teys Australia Biloela Pty Ltd,03C,Raw intact beef,Beef,88,Shipping Damage,,"Crushed, blood stained"
1927463-1,CHILE,9/23/2021,509,Sopraval SPA,03C,Raw intact turkey,Turkey,150,Invalid Inspection Certificate,,Inspection certificate issues
1958364-1,VIETNAM,9/23/2021,DL847,Thanh Binh Dong Thap Ltd One Member Company Limited (Thanh Binh Dong Thap Ltd),03C,Raw intact meat - other,Siluriformes - Other,22,Shipping Damage,,"Torn, exposed"
1848919-1,NEW ZEALAND,9/23/2021,ME23,AFFCO New Zealand Limited,03C,Raw intact beef,Beef,360,Shipping Damage,,"Torn, exposed"
1953541-1,ARGENTINA,9/23/2021,2520,Sociedad Anonima Carnes Pampeanas S.A.,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
1954358-13,AUSTRALIA,9/23/2021,558,Oakey Beef Exports Pty Ltd,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
1913667-2,AUSTRALIA,9/23/2021,3085,Australian Meat Group Pty Ltd,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1913514-2,AUSTRALIA,9/23/2021,3085,Australian Meat Group Pty Ltd,03C,Raw intact beef,Beef,120,Shipping Damage,,"Torn, exposed"
1913514-3,AUSTRALIA,9/23/2021,3085,Australian Meat Group Pty Ltd,03C,Raw intact beef,Beef,180,Shipping Damage,,"Torn, exposed"
1959227-2,IRELAND,9/23/2021,332,"Queally Pig Slaughtering Ltd., T/A Dawn Pork & Bacon",03C,Raw intact pork,Pork,102,Shipping Damage,,"Torn, exposed"
1971826-2,MEXICO,9/23/2021,467,"Sonora Agropecuaria, S.A. de C.V.",03C,Raw intact pork,Pork,26,Other,,Misc. Labeling Issue
1911943-2,NEW ZEALAND,9/23/2021,ME86,Taylor Preston Limited,03C,Raw intact beef,Beef,110,Shipping Damage,,"Torn, exposed"
1928437-4,URUGUAY,9/23/2021,439,Frigorifico Matadero Pando (Ontilcor S.A.),03C,Raw intact beef,Beef,40,Invalid Shipping Mark,,Missing Shipping Mark
1956133-1,NEW ZEALAND,9/23/2021,ME26,Silver Fern Farms Limited- Finegand,03C,Raw intact beef,Beef,180,Invalid Shipping Mark/ Shipping Damage,,"Missing Shipping Mark/ Torn, exposed"
1957620-4,AUSTRALIA,9/23/2021,689,Australian Lamb Company Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Mutton,0,Invalid Inspection Certificate,,Inspection certificate issues
1904896-1,VIETNAM,9/24/2021,DL511,Van Duc Tien Giang Food Export Company,03C,Raw intact meat - other,Siluriformes - Other,22,Shipping Damage,,"Torn, exposed"
1954092-2,AUSTRALIA,9/24/2021,67,Thomas Borthwick & Sons (Australia) Pty Ltd,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
1954092-3,AUSTRALIA,9/24/2021,67,Thomas Borthwick & Sons (Australia) Pty Ltd,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
1917127-1,DENMARK,9/24/2021,53,Danish Crown,03C,Raw intact pork,Pork,90,Shipping Damage,,"Torn, exposed"
1895327-1,AUSTRALIA,9/24/2021,612,Wodonga Rendering Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Goat,50,Shipping Damage,,"Torn, exposed"
1895327-4,AUSTRALIA,9/24/2021,612,Wodonga Rendering Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Mutton,32,Shipping Damage,,"Torn, exposed"
1917575-1,NEW ZEALAND,9/24/2021,ME9,Silver Fern Farms Limited - Hawera,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1901003-1,NEW ZEALAND,9/24/2021,ME15,Silver Fern Farms Limited- Belfast,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1901021-1,NEW ZEALAND,9/24/2021,ME15,Silver Fern Farms Limited- Belfast,03C,Raw intact beef,Beef,180,Shipping Damage,,"Torn, exposed"
1923423-1,NEW ZEALAND,9/24/2021,ME26,Silver Fern Farms Limited- Finegand,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1954419-4,AUSTRALIA,9/24/2021,640,Kilcoy Pastoral Company Ltd,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
1971207-1,AUSTRALIA,9/24/2021,394,Thomas Food International Tamworth Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Lamb,0,Invalid Shipping Mark,,Missing Shipping Mark
1971207-2,AUSTRALIA,9/24/2021,394,Thomas Food International Tamworth Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Lamb,0,Invalid Shipping Mark,,Missing Shipping Mark
1971207-3,AUSTRALIA,9/24/2021,394,Thomas Food International Tamworth Pty Ltd,03C,"Raw intact meat - other (sheep, goat)",Lamb,0,Invalid Shipping Mark,,Missing Shipping Mark
1924008-1,AUSTRALIA,9/24/2021,294,Teys Australia Beenleigh Pty Ltd,03C,Raw intact beef,Beef,82,Shipping Damage,,"Crushed, blood stained"
1933070-1,NICARAGUA,9/24/2021,1,GINSA,03C,Raw intact beef,Beef,137,Other,,Misc. Labeling Issue
1933472-1,NICARAGUA,9/24/2021,1,GINSA,03B,"Raw ground, comminuted, or otherwise non-intact beef",Beef,29,Other,,Misc. Labeling Issue
1937996-2,NICARAGUA,9/24/2021,1,GINSA,03C,Raw intact beef,Beef,53,Other,,Misc. Labeling Issue
1932047-1,CHILE,9/24/2021,1307,Agroindustrial el Paico S.A.,03B,"Raw ground, comminuted, or otherwise non-intact chicken",Chicken,160,Invalid Shipping Mark,,Missing Shipping Mark
1931147-1,AUSTRALIA,9/24/2021,384,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1870679-1,BRAZIL,9/24/2021,615,JBS S/A,03C,Raw intact beef,Beef,39,Invalid Shipping Mark,,Missing Shipping Mark
1870678-1,BRAZIL,9/24/2021,615,JBS S/A,03C,Raw intact beef,Beef,78,Invalid Shipping Mark,,Missing Shipping Mark
1947706-2,NEW ZEALAND,9/24/2021,ME17,Alliance Group Limited,03C,"Raw intact meat - other (sheep, goat)",Mutton,60,Shipping Damage,,"Torn, exposed"
1937462-1,NICARAGUA,9/24/2021,1,GINSA,03C,Raw intact beef,Beef,32,Other,,Misc. Labeling Issue
1868407-1,VIETNAM,9/24/2021,DL147,Vinh Hoan Corporation (VINH HOAN CORP),03C,Raw intact meat - other,Siluriformes - Other,15,Shipping Damage,,"Torn, exposed"
1838280-1,BRAZIL,9/24/2021,3548,Cooperativa Central Aurora Alimentos,03C,Raw intact pork,Pork,110,Shipping Damage,,"Torn, exposed"
1912517-1,DENMARK,9/24/2021,25,Danish Crown,03C,Raw intact pork,Pork,181,Shipping Damage,,"Torn, exposed"
1913212-3,AUSTRALIA,9/24/2021,3085,Australian Meat Group Pty Ltd,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1962494-1,NEW ZEALAND,9/24/2021,ME23,AFFCO New Zealand Limited,03C,Raw intact beef,Beef,150,Shipping Damage,,"Torn, exposed"
1962494-2,NEW ZEALAND,9/24/2021,ME23,AFFCO New Zealand Limited,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1845895-1,NEW ZEALAND,9/24/2021,ME42,AFFCO New Zealand Limited,03C,"Raw intact meat - other (sheep, goat)",Mutton,167,Shipping Damage,,"Torn, exposed"
1943916-1,CHILE,9/24/2021,608,Faenadora San Vicente Ltda.,03B,"Raw ground, comminuted, or otherwise non-intact chicken",Chicken,40,Invalid Shipping Mark,,Missing Shipping Mark
1943928-1,CHILE,9/24/2021,608,Faenadora San Vicente Ltda.,03B,"Raw ground, comminuted, or otherwise non-intact chicken",Chicken,40,Invalid Shipping Mark,,Illegible Shipping Marks/ Missing Shipping Mark
1967037-7,NETHERLANDS,9/24/2021,NL939EG,T. Boer en Zonen B.V.,03C,Raw intact beef,Veal,18,Failed Type of Inspection (Y)/ Invalid Shipping Mark,Label Verification,Container labeling issues/ Missing Shipping Mark
1942495-1,AUSTRALIA,9/24/2021,3085,Australian Meat Group Pty Ltd,03C,Raw intact beef,Beef,85,Shipping Damage,,"Crushed, blood stained"
1941716-1,ITALY,9/24/2021,2086L,Prosciuttificio IL Conte S.R.L.,03E,RTE dried meat,Pork,0,Invalid Inspection Certificate,,Inspection certificate issues
1962799-1,URUGUAY,9/24/2021,8,Frigorifico Canelones S.A.,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
1962799-2,URUGUAY,9/24/2021,8,Frigorifico Canelones S.A.,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
1953663-1,ITALY,9/24/2021,2086L,Prosciuttificio IL Conte S.R.L.,03E,RTE dried meat,Pork,0,Invalid Inspection Certificate,,Inspection certificate issues
1972454-1,DENMARK,9/24/2021,65,Danish Crown Foods A/S (also T/A Tulip Food Company),03D,"Thermally processed, commercially sterile",Pork,9,Shipping Damage,,"Crushed, blood stained"
1928488-1,NEW ZEALAND,9/24/2021,ME50,Alliance Group Limited,03C,"Raw intact meat - other (sheep, goat)",Lamb,152,Invalid Shipping Mark,,Illegible Shipping Marks/ Missing Shipping Mark
1928776-1,NEW ZEALAND,9/24/2021,ME17,Alliance Group Limited,03C,"Raw intact meat - other (sheep, goat)",Lamb,47,Invalid Shipping Mark/ Shipping Damage,,"Missing Shipping Mark/ Torn, exposed"
1928776-2,NEW ZEALAND,9/24/2021,ME17,Alliance Group Limited,03C,"Raw intact meat - other (sheep, goat)",Lamb,47,Invalid Shipping Mark,,Illegible Shipping Marks
1928776-3,NEW ZEALAND,9/24/2021,ME17,Alliance Group Limited,03C,"Raw intact meat - other (sheep, goat)",Lamb,60,Invalid Shipping Mark,,Illegible Shipping Marks
1946005-1,ITALY,9/24/2021,2108L,Sia.Mo.Ci. SRL,03E,RTE dried meat,Pork,81,Invalid Shipping Mark,,Missing Shipping Mark
1916490-1,ARGENTINA,9/24/2021,1014,Quickfood S.A.,03C,Raw intact beef,Beef,54,Shipping Damage,,"Crushed, blood stained"
1933435-1,UNITED KINGDOM,9/24/2021,2172,"Foyle Food Group, Foyle Gloucester",03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
1933435-2,UNITED KINGDOM,9/24/2021,2172,"Foyle Food Group, Foyle Gloucester",03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
1942483-1,NEW ZEALAND,9/24/2021,ME132,Prime Range Meats Limited,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1845890-1,NEW ZEALAND,9/24/2021,ME42,AFFCO New Zealand Limited,03C,"Raw intact meat - other (sheep, goat)",Mutton,76,Shipping Damage,,"Torn, exposed"
1916281-1,AUSTRALIA,9/24/2021,3416,Meramist Pty Ltd,03C,Raw intact beef,Beef,60,Shipping Damage,,"Torn, exposed"
1916281-2,AUSTRALIA,9/24/2021,3416,Meramist Pty Ltd,03C,Raw intact beef,Beef,1140,Other/ Shipping Damage,,"Misc. Labeling Issue/ Torn, exposed"
1957071-2,NICARAGUA,9/24/2021,1,GINSA,03C,Raw intact beef,Beef,65,Shipping Damage,,"Crushed, blood stained"
1958631-1,IRELAND,9/24/2021,355,Rosderra Irish Meats Group,03C,Raw intact pork,Pork,66,Shipping Damage,,"Torn, exposed"
1953541-2,ARGENTINA,9/24/2021,2520,Sociedad Anonima Carnes Pampeanas S.A.,03C,Raw intact beef,Beef,0,Invalid Inspection Certificate,,Inspection certificate issues
1978932-1,MEXICO,9/24/2021,66,"Frigorifico Agropecuaria Sonorense, S. de R.L. de C.V.",03C,Raw intact pork,Pork,22,Invalid Shipping Mark,,Missing Shipping Mark
1941631-1,NEW ZEALAND,9/25/2021,ME9,Silver Fern Farms Limited - Hawera,03C,Raw intact beef,Beef,120,Invalid Shipping Mark/ Shipping Damage,,"Illegible Shipping Marks/ Torn, exposed"
1941632-1,NEW ZEALAND,9/25/2021,ME9,Silver Fern Farms Limited - Hawera,03C,Raw intact beef,Beef,2580,Invalid Shipping Mark/ Shipping Damage,,"Missing Shipping Mark/ Torn, exposed"
1943870-3,NEW ZEALAND,9/25/2021,ME50,Alliance Group Limited,03C,"Raw intact meat - other (sheep, goat)",Lamb,42,Shipping Damage,,"Torn, exposed"
1917579-1,AUSTRALIA,9/25/2021,688,JBS Australia Pty Ltd,03C,Raw intact beef,Beef,120,Invalid Shipping Mark/ Shipping Damage,,"Missing Shipping Mark/ Torn, exposed"
