EstNumber,Company,Street,City,State,Zip,Phone,GrantDate,Activities,DBAs
M46737 + P46737,Total Product Distributor Inc.,48 Brooklyn Terminal Market,Brooklyn,NY,11236,(718) 241-5840,06/29/2020,"Meat Processing, Poultry Processing",Caribbean Deport
M46739,Hepler Meats,5696 Rt. 38,Emlenton,PA,16373,(814) 498-2813,05/05/2020,"Meat Processing, Meat Slaughter",
M46740,"Verde Farms, LLC",3 Gateway Blvd,Pedricktown,NJ,8067,(856) 478-6300,05/30/2019,Meat Processing,Verde Farms
M46743 + P46743,"Craftology, LLC dba Dutch Treat Foods",3255 Production Ct.,Zeeland,MI,49464,(616) 772-5921,07/10/2020,"Meat Processing, Poultry Processing",
M46747 + P46747,"Ye Olde Kings Head, Inc.",23527 Calabasas Road,Calabasas,CA,91302,(818) 268-1929,10/02/2019,"Meat Processing, Poultry Processing",Jolly Good; Ye Old King's Head
M46751,"High Liner Foods, LLC",1 Highliner Avenue,Portsmouth,NH,3801,(603) 818-5555,08/12/2019,Meat Processing,
M46755 + P46755,"First Empanada Factory, Inc.",601 West 2675 North,Cedar City,UT,84721,(435) 586-5687,06/04/2019,"Meat Processing, Poultry Processing","Empanada Bus, LLC"
M46758 + P46758,"US Quality Meats, LLC",3601 Frutas,El Paso,TX,79905,(915) 222-8799,10/06/2020,"Meat Processing, Poultry Processing",
M46760 + P46760,Prime South Meats,1109 Straightway Ave,Nashville,TN,37206,(615) 593-7083,12/20/2019,"Meat Processing, Poultry Processing",
M46766 + P46766,GC Food Factory LLC,7258 NW 25 Street,Miami,FL,33122,(305) 456-2430,08/14/2019,"Meat Processing, Poultry Processing",
M46767,Pott's Meats,320 Potts Rd,Wartrace,TN,37183,(931) 389-9450,06/29/2020,"Meat Processing, Meat Slaughter",
M46768 + P46768,Eugene Kitchen LLC,2137 Manchester Street,Atlanta,GA,30324,(678) 235-2654,10/08/2020,"Meat Processing, Poultry Processing",
M46769,We're The Wurst,1810 SE 1st St,Redmond,OR,97756,(541) 633-9800,06/14/2019,Meat Processing,
M46771,Cavo Greco Foods,532 East Meadow Avenue,East Meadow,NY,11554,(516) 424-5181,02/18/2020,Meat Processing,
M46777 + P46777,Bob's Processing Inc.,70705 16th Ave.,South Haven,MI,49090,(269) 637-5739,02/12/2020,"Meat Processing, Poultry Processing",
M46783 + P46783,Chan & Chan (USA) Inc.,2320 Ave A,Bethlehem,PA,18017,(610) 419-3939,02/26/2020,"Meat Processing, Poultry Processing",
M46785,"MAP Enterprises, Inc.","12325 Veterans Memorial Dr., #102",Houston,TX,77014,(281) 587-0266,07/10/2019,Meat Processing,Frutilandia No 6
M46787,Master Food,3937 S. Lowe Ave.,Chicago,IL,60609,(773) 927-9296,07/19/2019,"Meat Processing, Meat Slaughter",
M46788 + P46788,"Southeastern Mills, Inc.",14 Superior Drive,Rome,GA,30161,(706) 936-2487,06/08/2020,"Meat Processing, Poultry Processing",Summit Hill Foods
M46792 + P46792 + V46792,Integrity Meats,N3825 County Road P,Elroy,WI,53929,(608) 360-0147,03/23/2020,"Identification - Meat, Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",
M46794 + P46794 + V46794,Detroit Processing Inc.,105 W. Garner St.,Detroit,TX,75436,(903) 674-6911,11/15/2021,"Meat Processing, Meat Slaughter, Poultry Processing, Voluntary Processing - Meat",Holdeman Sausage Co.
M46795,Yaman Halal Meats Inc.,6064 West State HWY 56,Savoy,TX,75479,(469) 610-1705,01/03/2022,"Meat Processing, Meat Slaughter",
M46798 + P46798,Century Frozen Foods Canovanas,Carr 185 KM 0.8,Canovanas,PR,729,(787) 876-9191,02/18/2021,"Meat Processing, Poultry Processing",Kikuet
M46808 + P46808,"Superior Sausage, LLC",8000 Fernham Lane,District Heights,MD,20747,(571) 249-6167,04/30/2020,"Meat Processing, Poultry Processing",Stachowski Brand Charcuterie
M46809 + P46809,P & J Meat Market Corp,211 Miller Street,Newark,NJ,7114,(973) 504-8130,07/02/2013,"Meat Processing, Poultry Processing",
M46810 + P46810,"Blessed Meat, Inc.",1349 Lockland Avenue,Winston-Salem,NC,27103,(336) 341-3226,08/08/2019,"Meat Processing, Poultry Processing",
M46815,"Cook Out, Inc",2601 Randleman Road,Greensboro,NC,27406,(336) 313-5226,11/12/2014,Meat Processing,
M46816 + P46816,"Depalo Foods, Inc.",2010 Oaks Parkway,Belmont,NC,28012,(704) 827-0245,03/03/2016,"Meat Processing, Poultry Processing",
M46818 + P46818,World Class Kitchens-Freehold,101 Commerce Drive,Freehold,NJ,7728,(908) 925-1550,03/29/2018,"Meat Processing, Poultry Processing",Dearborn Farms; Dearborn Markets
M46819 + P46819,"Island Bwoy Cuisine, LLC.",4504-6 Beech Road,Temple Hills,MD,20748,(301) 801-1719,12/08/2017,"Meat Processing, Poultry Processing",
M46822 + P46822,M. L. Mitchell & Son Meat Processing,401 Mitchell Street,Walnut Cove,NC,27052,(336) 591-7420,08/29/2018,"Meat Processing, Meat Slaughter, Poultry Processing",
M46824 + P46824,"Fresh Halal Meat, Inc.",1464 Rhodes Road,Lexington,NC,27292,(336) 259-0742,04/22/2015,"Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter",
M46828 + P46828,Dean Street Processing,5645 Deans Street,Bailey,NC,27807,(252) 235-0401,07/30/2015,"Meat Processing, Poultry Processing",
M4683 + P4683,Loke Enterprises Inc.,124 W. Venango Street,Philadelphia,PA,19140,(215) 426-4103,01/09/2018,"Meat Processing, Poultry Processing",
M46830 + P46830,Mrs. Pumpkins Muffin's Inc.,3645-B Reynolda Road,Winston-Salem,NC,27106,(336) 924-9797,08/31/2020,"Meat Processing, Poultry Processing",
M46833 + P46833 + V46833,Express Transfer and Trucking,8192 National Highway,Pennsauken,NJ,8110,(856) 320-2511,10/08/2015,"Certification - Export, Identification - Meat, Identification - Poultry",
M46834 + P46834,"Nuchas, LLC",5905 JFK Boulevard,North Bergen,NJ,7347,(347) 688-8440,12/14/2016,"Meat Processing, Poultry Processing",
M46835 + P46835,"Megas Yeeros, LLC",165 Chubb Avenue,Lyndhurst,NJ,7071,(646) 575-1781,12/06/2018,"Meat Processing, Poultry Processing",
M4684 + P4684,Whiteman Meat Processing,3 Dock Street,Dansville,NY,14437,(585) 335-5230,03/18/2014,"Meat Processing, Poultry Processing",
M46841 + P46841 + V46841,Lakeside Refrigerated Services,2600 Oldmans Creek Road,Swedesboro,NJ,8085,(856) 832-3255,09/30/2020,"Meat Processing, Poultry Processing, Voluntary Processing - Meat, Voluntary Processing - Poultry",
M46846,"International Deli & Food, LLC",39 Charles Street,South River,NJ,8882,(732) 804-3129,02/19/2015,Meat Processing,
M46847,"Baker, Inc.",1341 Conicville Road,Mt. Jackson,VA,22842,(540) 477-3550,06/09/2014,Meat Processing,
M46849 + P46849,Caribbean Breeze Frozen Foods Corp.,207 Hanover Street,Pemberton,NJ,8086,(609) 894-2207,07/14/2014,"Meat Processing, Poultry Processing",
M46850 + P46850,"Deluxe Foods International, Inc.",29 East 25th Street,Paterson,NJ,7514,(862) 257-1909,01/11/2021,Poultry Processing,
M46851 + P46851,"SLM Gyro & Donor, LLC",52 Springfield Ave,Springfield,NJ,7081,(862) 600-0420,11/08/2017,"Meat Processing, Poultry Processing",
M46852 + P46852,Fresh Creative Cuisine,2800 Wegworth Lane,Baltimore,MD,21230,(410) 294-7978,08/18/2014,"Meat Processing, Poultry Processing",
M46853,"White Oak Meats, LLC",447 1st Street,Shady Spring,WV,25918,(304) 890-1438,10/11/2018,"Meat Processing, Meat Slaughter",Spuds Bar-B- Que
M46856 + P46856,Safa Halal Meat's,213 Central Road,Fredericksburg,VA,22401,(703) 499-3313,09/18/2014,"Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter",
M46859 + P46859,"Mickenzie Jerky, Inc.","3059 Main Street, Ste 15",Hope Mills,NC,28348,(910) 423-7329,03/18/2020,"Meat Processing, Poultry Processing",Uncle Zip's Beef Jerky
M4686 + P4686 + V4686,"Arctic Foods USA, LLC",251 E Washington Avenue,Washington,NJ,7882,(908) 689-0590,03/28/2018,"Meat Processing, Poultry Processing, Voluntary Processing - Meat, Voluntary Processing - Rabbit",
M46866 + P46866,Discoverfresh Foods,2701 Simpson Str.,Monroe,NC,28112,(864) 729-3817,09/08/2021,"Meat Processing, Poultry Processing",Duke Brands; Duke Foods
M46867 + P46867,A & G Food Service LLC,68 Oceanport Avenue,Little Silver,NJ,7739,(732) 558-1400,02/11/2021,"Meat Processing, Poultry Processing",
M46870 + P46870,"Butterball, LLC",1000 E. Central Avenue,Raeford,NC,28376,(910) 875-8600,02/24/2021,Poultry Processing,
M46873 + P46873,Quality Foods From The Sea,173 Knobbs Creek Drive,Elizabeth City,NC,27909,(252) 338-5455,09/24/2015,"Meat Processing, Poultry Processing",
M46875 + P46875,"Pot Pie, LLC",203 Stone Ridge Lane,Asheville,NC,28804,(828) 545-0664,10/31/2017,"Meat Processing, Poultry Processing",
M46876 + P46876,Latin Goodness Foods,14672 Southlawn Lane,Rockville,MD,20850,(301) 366-7801,04/21/2021,"Meat Processing, Poultry Processing",Mas Panadas
M46877 + P46877,Seven Hills Abattoir,1803 Holiday Street,Lynchburg,VA,24501,(434) 825-6177,09/15/2015,"Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter",
M46888,Djerdan Burek Corp,9E Wesley Street,South Hackensack,NJ,7606,(888) 462-8735,12/23/2016,Meat Processing,
M46893,"CLASSIC SEAFOOD GROUP, INC.",7178 HIGHWAY 11 SOUTH,AYDEN,NC,28513,(252) 746-2818,06/23/2017,"Meat Processing, Meat Slaughter",CAROLINA CLASSIC CATFISH
M46894 + P46894,MAGNOLIA BEEF HOLDINGS LLC,137 INDUSTRIAL AVENUE,HASBROOK HEIGHTS,NJ,7604,(201) 426-0750,10/10/2019,"Meat Processing, Poultry Processing",
M46896,MURRAY L. NIXON FISHERY INC,1141 NIXON FISHERY ROAD,EDENTON,NC,27932,(252) 221-4115,02/25/2016,Meat Processing,
M46898,"J.J. MCDONNELL & CO., INC",7010 Brookdale Dr.,Elkridge,MD,21075,(410) 799-4000,03/15/2016,Meat Processing,
M46899,"L. D. AMORY AND COMPANY, INC",101 SOUTH KING STREET,HAMPTON,VA,23669,(757) 722-1915,03/15/2016,Meat Processing,
M469 + P230,"Boyle's Famous Corned Beef, LLC",1638 St. Louis Avenue,Kansas City,MO,64101,(816) 221-6283,11/13/2018,"Meat Processing, Poultry Processing",Arctic Pantry; Boyle's Famous Corned Beef; Boyle's Famous Corned Beef Co.; Boyle's Meat Company; National Steak and Poultry; NSP; NSP Proteins
M46904 + P46904,"ARO Foods, LLC",15715 Bammel Village Dr.,Houston,TX,77014,(832) 446-3762,04/07/2021,"Meat Processing, Poultry Processing",
M46908 + P46908,Max's Bakery and Kitchen,120 E. Grand Avenue,S. San Francisco,CA,94080,(650) 873-6297,01/17/2020,"Meat Processing, Poultry Processing",
M46909 + P46909,S & J Food Sales LLC,1600 North Main,Frederick,OK,73622,(580) 305-3222,08/16/2019,"Meat Processing, Poultry Processing",Granna's
M4691 + P4691,"Hartford West Indian Bakery, Inc.",801 Windsor St,Hartford,CT,6120,(860) 246-6776,06/02/1998,"Meat Processing, Poultry Processing",Scott's Jamaican Bakery
M46910 + P46910 + V46910,B & R Meat Processing,633 N. Devils Den Rd.,Winslow,AR,72959,(479) 634-2211,05/01/2018,"Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",
M46911 + P46911,"Cut Fruit Express, Inc",11585 Court House Blvd.,Inver Grove Heights,MN,55077,(651) 438-8834,07/31/2019,"Meat Processing, Poultry Processing",
M46915,"Ali's Meats, LLC",4334 Fulton Industrial Blvd.,Atlanta,GA,30336,(478) 320-8078,07/21/2021,Meat Processing,
M4692 + P4692,"Latina Boulevard Foods, LLC",1 Scrivner Drive,Cheektowaga,NY,14227,(716) 656-8400,01/14/2020,"Meat Processing, Poultry Processing",Latina Food Service
M46921 + P46921,"Gate Gourmet, Inc.",8725 Scudder Road,Berkeley,MO,63143,(314) 743-4314,02/27/2014,"Meat Processing, Poultry Processing",
M46922 + P46922,"Global Foods Group, Inc.",245 Quality Dr.,Clinton,AR,72031,(501) 722-6010,04/14/2015,"Meat Processing, Poultry Processing",
M46924,Brick House Pizza Co.,650 N. New Florissant,Florissant,MO,63031,(314) 852-1984,03/13/2014,Meat Processing,
M46926 + P46926,Samossa Bites,35-27 31st Street,Long Island City,NY,11106,(718) 606-9150,03/18/2015,"Meat Processing, Poultry Processing",
M46936 + P46936,CYRE Inc. dba Pika's Farm Table,876 Neighborhood Road,Lake Katrine,NY,12449,(845) 383-1199,12/12/2013,"Meat Processing, Poultry Processing",Pika's Farm Table
M46937 + P46937 + V46937,"Bakkavor Foods, USA Inc.",46 Alberigi Drive,Jessup,PA,18434,(570) 483-3003,12/18/2017,"Certification - Export, Meat Processing, Poultry Processing",Two Chefs On A Roll Inc.
M46940,Jackiscooking LLC,90 Wiltsie Bridge Road,Ancramdale,NY,12503,(917) 679-4757,07/13/2017,Meat Processing,Jacuterie
M46942 + P46942,Maple Wind Farm,1149 East Main Street,Richmond,VT,5462,(802) 233-8781,05/13/2019,"Meat Processing, Poultry Processing, Poultry Slaughter",
M46944 + P46944,"Bostrom Farms, LLC",2200 State Routes 5 and 20,Stanley,NY,14561,(585) 354-5424,06/06/2018,"Meat Processing, Poultry Processing",
M46945 + P46945,Pane Vita LLC,10 White Street,Rochester,NY,14608,(585) 203-9251,01/12/2016,"Meat Processing, Poultry Processing",
M46946 + P46946,"Shop Packaging, LLC",49 Hassey Street,New Bedford,MA,2740,(508) 736-8510,08/15/2018,"Meat Processing, Poultry Processing",
M46951,Reed Brook Custom Meats LLC,1385 Ellis Creek Road,Waverly,NY,14892,(607) 565-9630,09/06/2016,"Meat Processing, Meat Slaughter",Reed Brook Meats LLC
M46953 + P46953,"Fresh Advantage / Demakes Enterprises, Inc.",18 Electronics Avenue,Danvers,MA,1923,(978) 605-5180,03/21/2017,"Meat Processing, Poultry Processing",Old Neighborhood Foods; Thin 'n Trim; Waterhill Naturals; Waterhill Organancs
M46954 + P46954,Premier Meat Processing LLC,36-16 23rd Street,Astoria,NY,11106,(917) 642-8740,08/24/2015,"Meat Processing, Poultry Processing",Epic  Foods
M46959 + P46959,Brugusa LLC,15421 W. Dixie Highway,North Miami Beach,FL,33162,(786) 816-2289,02/26/2021,"Meat Processing, Poultry Processing",Mr. Eats
M46960 + P46960,El Pastelillo Feliz,"Urb. Summit Hills , 655 Collins Street",San Juan,PR,920,(787) 361-2986,08/27/2021,"Meat Processing, Poultry Processing",El Pastelillo Feliz
M46965 + P46965,"Dinners On The Porch, LLC",411 West 4th Street,Winston-Salem,NC,27101,(336) 817-5773,08/19/2019,"Meat Processing, Poultry Processing",
M46965A + P46965A,Dinners on The Porch,840 Mill Works St.,Winston-Salem,NC,27101,(336) 893-8361,01/07/2021,"Meat Processing, Poultry Processing",The Porch
M46966 + P46966,Encore Sausage Company,3137 Pennsy Drive,Hyattsville,MD,20785,(301) 322-2242,08/19/2019,"Meat Processing, Poultry Processing",
M46968 + P46968,ICON Meals,4312 McEwen Road,Farmers Branch,TX,75244,(844) 879-4266,09/23/2021,"Meat Processing, Poultry Processing",
M46969,"TN Slaughter House, Inc.",8965 US Hwy 70 E,McEwen,TN,37101,(615) 944-9542,08/05/2020,"Meat Processing, Meat Slaughter",
M46970 + V46970,307 Meat Company,3745 Cherrywood East Loop,Laramie,WY,82070,(307) 760-0566,10/07/2020,"Meat Processing, Meat Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",
M46974 + P46974,Nonna Maresca Inc.,7330 NE 2nd. Avenue,Miami,FL,33019,(305) 924-3299,10/02/2019,"Meat Processing, Poultry Processing",
M46977 + P46977,Marjo's Delight,224 Chandia St,Dededo,GU,96929,(671) 689-4481,08/26/2019,"Meat Processing, Poultry Processing",
M46978,"Hitman Smoked Products, LLC",310 Elm Street,Clifton,TN,38425,(615) 512-4875,08/25/2020,Meat Processing,
M46979 + P46979,"West Coast Prime Meats, LLC",125 S. Puente Street,Brea,CA,92821,(714) 323-8148,11/07/2019,"Meat Processing, Poultry Processing",
M46981 + P46981,Andre's & Lana's Delicacies,305 S Kipling St,Lakewood,CO,80226,(720) 923-7117,08/28/2019,"Meat Processing, Poultry Processing",
M46987 + P46987,"GH Foods NW, LLC",16800 SE Evelyn Street,Clackamas,OR,97015,(503) 343-7140,09/05/2019,"Meat Processing, Poultry Processing",
M46993,Stamboom,3150 Dee Hwy,Hood River,OR,97031,(573) 639-0710,09/11/2019,Meat Processing,
M46996 + P46996,305 Pizza @ MIA LLC,3514 NW 36th Street,Miami,FL,33142,(305) 635-1777,06/23/2020,"Meat Processing, Poultry Processing",
M46997 + P46997,Nepaley LLC,1900 N Austin Avenue,Chicago,IL,60639,(224) 420-2310,07/02/2020,"Meat Processing, Poultry Processing",
M47002 + P47002,Park 100 Foods,629 Mony Street,Fort Worth,TX,76102,(817) 391-9400,07/08/2021,"Meat Processing, Poultry Processing",
M47010 + P47010,Julias Columbian Food,360 Killian Hill Road,Lilburn,GA,30047,(404) 399-9343,07/28/2021,"Meat Processing, Poultry Processing",
M47014,Husker Meats LLC,740 Old Highway 7,Ainsworth,NE,69210,(402) 382-3663,10/01/2019,"Meat Processing, Meat Slaughter",
M47015 + P47015,AHR Manufacturing Inc.,526 West 27th Street,Hialeah,FL,33010,(305) 640-5489,11/03/2020,"Meat Processing, Poultry Processing",
M47018 + P47018,Aaron Thomas Company,7421 Chapman Avenue,Garden Grove,CA,92841,(714) 894-4468,03/11/2020,"Meat Processing, Poultry Processing",
M47020 + P47020,Bub's Gourmet Aussie Pie Company,9939 Hudson Blvd,Lake Elmo,MN,55042,(305) 915-4544,10/09/2019,"Meat Processing, Poultry Processing",
M47022 + P47022,Alba Foods LLC,5618 Yale Street,Houston,TX,77076,(347) 821-1824,03/09/2020,"Meat Processing, Poultry Processing",
M47026 + P47026,Gallucci's Fine Foods Inc.,5 Shelter Rock Road,Danbury,CT,6810,(203) 470-5697,04/21/2020,"Meat Processing, Poultry Processing",
M47028 + P47028 + V47028,"Midsouth Packers, LLC",2682 Highway 42 South,Forsyth,GA,31029,(478) 731-6262,11/03/2021,"Meat Processing, Meat Slaughter, Poultry Processing, Voluntary Processing - Exotic, Voluntary Processing - Meat, Voluntary Slaughter - Exotic, Voluntary Slaughter - Meat",
M47029 + P47029,DeBacker Family Dairy,N9145 Badish Road L1,Daggett,MI,49821,(906) 753-6455,07/24/2020,"Meat Processing, Poultry Processing",
M47030,F & C Seafood,598 St. Ann Street,Raceland,LA,70394,(985) 860-6267,07/07/2021,Meat Processing,
M47031,Empire Custom Processing LLC,430 NYS Route 8,Bridgewater,NY,13313,(315) 793-7169,07/09/2021,"Meat Processing, Meat Slaughter",
M47032 + V47032,Heart O' Lakes Meats,14 Industrial Park Dr.,Pelican Rapids,MN,56572,(218) 863-6328,04/05/2021,"Meat Processing, Meat Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",
M47033 + V47033,Salsabil Meat Processing,12 Ehle Street,Nelliston,NY,13410,(516) 288-1028,02/24/2021,"Certification - Export, Meat Processing, Meat Slaughter",
M47035,ZK Ranches LLC,3610 Kelton Jackson Road,Springfield,TN,37172,(270) 847-0538,08/03/2021,Meat Processing,Riverside Labor Group
M47036,Andoro LLC,92 Produce Row,St. Louis,MO,63102,(314) 422-7600,10/22/2019,Meat Processing,Andoro & Sons
M47037 + P47037,Quality Steak Inc.,210 Park Drive,Voorhees,NJ,8042,(856) 498-0808,10/23/2019,"Meat Processing, Poultry Processing",Quality Foods
M47039 + P47039,QC Poultry,1111 W. Olympic Blvd.,Montebello,CA,90640,(562) 533-8883,04/06/2021,"Meat Processing, Poultry Processing",
M47042 + P47042,Big Fresh Brands,3781 Presidental Parkway,Atlanta,GA,30340,(404) 642-4043,06/02/2020,"Meat Processing, Poultry Processing",
M47043 + P47043,"Aliyans Global, Inc.",9133 Belden Ave.,Franklin Park,IL,60131,(847) 421-4041,01/11/2022,"Meat Processing, Poultry Processing",
M47045 + P47045,Bread & Bread Corp,7245 NW 19th Street,Miami,FL,33126,(786) 212-1755,12/09/2020,"Meat Processing, Poultry Processing",
M47048,Beck's Sinclair's Fresh Fish & Seafood Market,5960 Lake US Hwy 79 North,Paris,TN,38242,(731) 644-9720,11/06/2019,"Meat Processing, Meat Slaughter",
M47049 + P47049,Lifestyle Foods Inc.,520 Gitts Run Road,Hanover,PA,17331,(717) 718-5423,05/15/2020,"Meat Processing, Poultry Processing",
M47051,"I O Ranch Processing, LLC",932 N. US HWY 281,Evant,TX,76525,(254) 471-5300,01/15/2021,"Meat Processing, Meat Slaughter",
M47052,Potts Family Meats,161 Elliot Smith Road,Jefferson,GA,30549,(706) 367-5823,01/12/2022,"Meat Processing, Meat Slaughter",Georgia Meat Packers
M47055 + P47055,FreshRealm,100 Dartmouth Dr.,Swedesboro,NJ,8085,(805) 704-1457,09/02/2021,"Meat Processing, Poultry Processing",
M47056 + P47056,TC Provisions INC,520  Main Street,Westbury,NY,11590,(516) 730-3387,04/20/2020,"Meat Processing, Poultry Processing",
