EstablishmentID,EstablishmentNumber,EstablishmentName,State,ProjectCode,ProjectName,FormID,CollectionDate,SampleSource,EColiO157H7Analysis,EcoliPFGEPattern,EcoliAlleleCode,EcoliAMRResistanceProfile,SalmonellaSPAnalysis,SalmonellaSerotype,SalmonellaPFGEPattern,SalmonellaAlleleCode,SalmonellaAMRResistanceProfile
4793,M20686+V20686,Harris Country Meats,TN,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102645336,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4802,M267,JBS Tolleson Inc.,AZ,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102656486,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4820,M628+P628,Swift Beef Company,UT,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102645492,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4976,M7749+V7749,Royal Gorge Packing,CO,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102658918,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5240,M4873+P4873,"Commercial Meat Company, Inc.",CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102645077,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5950,M866+P7698+V866,CTI Foods LLC,ID,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102652109,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5978,M1874+P1874,Mondo & Sons,WA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102659731,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6129,M9268+V9268,"Tyson Fresh Meats, Inc.",WA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102654424,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6134,M9289+P9289,Oregon Beef Co.,OR,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102657519,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6184,M11077+P11077,"Palama Holdings, LLC",HI,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102646271,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6232,M12473+P12473,"Frank's Foods, Inc.",HI,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102657531,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6555,M8389+P8389+V8389,Pasqualichio Bros. Inc.,PA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102661249,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
7941,M21372+P21372,Mason Brothers Company,MN,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102659699,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
8122,M21679,National Beef Packing Co.,GA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102648442,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
8132,M21572+P21572+V21572,Robert Winner Sons Inc.,OH,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102657685,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
8768,M21798+P21798,South Mountain Farms,NC,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102658861,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
8875,M22095+P22095+V22095,Creston Valley Meats,CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102653553,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
9348,M31561+V31561,Maple Ridge Meats LLC,VT,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102645876,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
9414,M27237+P27237+V27237,"Gore's Processing, Inc.",VA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102653908,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
9415,M31647+P31647+V31647,Theurers Custom Meat Inc,UT,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102663745,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
9737,M31988+V31988,"Strassburger Meats, LLC",NJ,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102646125,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
10489,M27435+P27435+V27435,"The Cut Custom Processing, LLC",MI,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102648039,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
12450,M34283+P34283+V34283,"Custom Meats of Marathon, Inc.",WI,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102660294,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
12505,M34415+P34415,Pronto Express 107,NM,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102661106,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
12795,M86A+P86A,Cargill Meat Solutions,SC,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102650022,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
126815,M46954+P46954,Premier Meat Processing LLC,NY,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102654891,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
127316,M45597+P45597,Premier Custom Foods,KS,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102660938,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
127446,M45649,Homestead Springs,OH,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102648966,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6162863,M45928+P45928,Central Missouri Meat & Sausage,MO,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102658324,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6163019,M48232,Schweid and Sons,GA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102649031,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6163051,M46011+V46011,"Homestead Farm and Packing, LLC",MS,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102647643,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6163332,M51306+V51306,Powell Meat Company LLC,MO,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102647455,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6163414,M9167A,Golden State Foods,AL,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102649100,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6165528,M47399,"Wyoming Ranch Foods, LLC",WY,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102659756,22-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
391,M11126+P11126,Balter Meat Co.,FL,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102657320,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Positive,Lubbock,NULL,NULL,Pan-Susceptible
928,M4037+P4037,"Plymouth Beef Company, Inc.",NY,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102661791,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1092,M4620+P4620,Fischer & Miller Inc.,NY,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102659456,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1188,M5341+P5341,"Brooklyn Provisions, Inc.",NJ,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102661789,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1438,M18820+P18820,Mathew's Prime Meats Inc.,NY,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102655048,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1509,M20033,"Garden Manor Farms, Inc.",NY,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102648929,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1801,M9825+V9825,Sanford Butcher Shop,ME,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102652131,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1916,M1483+P18320,"FKC, LLC",OH,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102653791,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2048,M8030+P8030,Jim David Farm Fresh Meats,KY,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102646347,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2472,M20401+P20401,"Prime Foods, Inc.",MD,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102657602,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2626,M6915+P6915,"White Castle System, Inc.",IN,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102661738,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2633,M6962+P6962,"Meat Science Laboratory, Univ. of IL",IL,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102653042,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2709,M19113+P19113,"Stampede Meat, Inc.",IL,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102654760,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2864,M6987+P6987,Weinstein Wholesale Meats Inc,IL,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102653065,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2990,M2063+P2063+V2063,Quality Meats and Seafood,ND,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102655010,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2990,M2063+P2063+V2063,Quality Meats and Seafood,ND,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102655117,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3037,M6271+P6271+V6271,Stillwater Packing Co.,MT,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102654044,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3037,M6271+P6271+V6271,Stillwater Packing Co.,MT,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102654045,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3053,M7622+V7622,"Langdon Locker, LLC",ND,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102658497,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3254,M245C+V245C,"Tyson Fresh Meats, Inc.",NE,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102651909,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3521,M20374+P20374+V20374,Quality Refrigerated Services,NE,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102655650,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3536,M278+V278,"Tyson Fresh Meats, Inc.",KS,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102648352,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3548,M86K,Cargill Meat Solutions,KS,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102644920,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3644,M5520+P5520+V5520,Nordic Foods Inc.,KS,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102657465,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4788,M20516+P20516,"Evans Meats, Inc.",AL,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102650402,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4806,M688,"Callaway Packing, Inc.",CO,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102655047,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4829,M966+P19049+V966,Univ of Arizona Food Products & Safety L,AZ,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102648277,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4849,M1626+P7677,Anderson Boneless Beef,CO,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102653334,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4895,M5854+P5854,D&M Distributing,UT,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102646221,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4898,M5883+P5883,Mountain Meadows Lamb Corporation,CO,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102654865,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5144,M783+P783+V783,Harris Ranch Beef Company,CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102651652,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5334,M7633+P7633,Ideal Meat LLC,CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102652418,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5348,M8264+P8264,Richwood Meat Co.,CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102651310,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5633,M1913+P18057,American Meat Company,CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102652965,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5724,M4989+P4989+V4989,"K&M Meat Packing Co., Inc.",CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102654394,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5760,M6251+P6251+V6251,Jobbers Meat Packing Co Inc,CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102651225,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5796,M9288+P9288,Gaylord's Meats Co.,CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102654773,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5900,M20375+P20375,CTI Foods LLC,CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102652989,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5905,M20862+P20862,"Olympic Gold Meats, Inc.",CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102647638,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5917,M235+P235,"Washington Beef, LLC",WA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102657730,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5950,M866+P7698+V866,CTI Foods LLC,ID,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102652108,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6007,M4901+P4901+V4901,"Smithco Meats, Inc.",WA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102653054,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6077,M6433+P6433,Minder Meats,WA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102656661,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6171,M11032+P11032+V11032,"Northwest Premium Meats, LLC",ID,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102656782,23-Feb-21,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
